
abela Preço : PADRÃO,,Tipo de Saldo : Geral,
escrição,,Ncm No. Fabricante Fabricante Emp UN,Vlr. Venda
"",,,
0832 - ALICATE BOMBA D AGUA - FOXLUX,,82032010 090071 ORMEL 1 UN,"55,64"
5803 - ALICATE BOMBA DAGUA 12,,82032010 1864039 IRWIN 1 UN,"93,83"
4902 - BICO P/BOMBA REGULAVEL JACTO,,84249090 026032 ARMARINHO 1 UN,"11,84"
5989 - BOMBA AGUA  1/2 PERIFER RAZI,127,84138100 094580 ARMARINHO 1 UN,"209,62"
5990 - BOMBA AGUA  1/2 PERIFER RAZI,220,84138100 094581 ARMARINHO 1 UN,"194,87"
1145 - BOMBA ANAUGER 650X220V,,84137010 ANAUGER 1 UN,"564,18"
2645 - BOMBA ANAUGER 800 127V,,84138100 60581 ANAUGER 1 UN,"694,17"
2653 - BOMBA ANAUGER 800 220V,,84138100 60580 ANAUGER 1 UN,"694,17"
2661 - BOMBA ANAUGER 900 127V,,84138100 60591 ANAUGER 1 UN,"694,17"
2670 - BOMBA ANAUGER 900 220V,,84138100 60590 ANAUGER 1 UN,"694,17"
2696 - BOMBA ANAUGER ECCO 127V,,84138100 60972 ANAUGER 1 UN,"476,85"
2700 - BOMBA ANAUGER ECCO 220V,,84138100 60973 ANAUGER 1 UN,"476,85"
6591 - BOMBA ANAUGER ECCO 500 SLIM EXTREME,,84138100 60484 ANAUGER 1 UN,"417,14"
27V,,,
6590 - BOMBA ANAUGER ECCO 500 SLIM EXTREME,,84138100 60483 ANAUGER 1 UN,"417,14"
20V,,,
5834 - BOMBA ANAUGER SAPPO ECCO FIT 127V,,84138100 60521 ANAUGER 1 UN,"513,01"
5835 - BOMBA ANAUGER SAPPO ECCO FIT 220V,,84138100 60520 ANAUGER 1 UN,"513,01"
2200 - BOMBA AR MANUAL 30CM PLAST.,,84142000 95074 ORMEL 1 UN,"23,27"
3439 - BOMBA AR MANUAL C/MEDIDOR 32X500MM,,84142000 5721 LOTUS 1 UN,"87,54"
3581 - BOMBA AR MANUAL REF.951,,84142000 7954 ORMEL 1 UN,"67,48"
2183 - BOMBA AR MANUEL REF.821,,84142000 7953 ORMEL 1 UN,"53,43"
3438 - BOMBA AR SPORT - WORKER,,84142000 108545 NEGRAO 1 UN,"47,07"
3658 - BOMBA CENTRIFUGA MONO 1/3CV,,84137010 00033975.8 SCHINEIDER 1 UN,"401,86"
3887 - BOMBA COSTAL 16L ELET - MATSUYAMA,,84244100 926620 TAMBASA AT 1 UN,"592,02"
1523 - BOMBA COSTAL 20L - DUCAMPO,,84244100 334820 NEGRAO 1 UN,"230,14"
5902 - BOMBA COSTAL ELETRIC 20L BRUDDEN,,84244100 37703 TAMBASA AT 1 UN,"692,16"
5903 - BOMBA COSTAL INTECH 20L GP2000,,84244100 39010 TAMBASA AT 1 UN,"257,97"
0711 - BOMBA COSTAL JACTO PJH 20LTS,,84244100 001143 NEGRAO 1 UN,"586,87"
2609 - BOMBA ENCHER PNEU BICIC BRASFORT,,84142000 23966 TAMBASA AT 1 UN,"49,31"
5289 - BOMBA ENCHER PNEU BICIC.30CM KENDA,,84142000 008838 TAMBASA AT 1 UN,"33,71"
5288 - BOMBA ENCHER PNEU BICIC.59CM THOMP,,84142000 008786 TAMBASA AT 1 UN,"52,25"
3169 - BOMBA GRAXA BALDE 7KG - HYDRON,,84798999 085916 ARMARINHO 1 UN,"693,99"
3044 - BOMBA GRAXA MANUAL 400GR - STARFER,,84798912 17577 REI DA FER 1 UN,"52,37"
4405 - BOMBA LORENZETTI 800 127V,,84138100 7413014 LORENZETTI 1 UN,"370,28"
4406 - BOMBA LORENZETTI 800 220V,,84138100 7413015 LORENZETTI 1 UN,"370,28"
2197 - BOMBA LORENZETTI 900 127V,,84138100 7413016 LORENZETTI 1 UN,"389,39"
4407 - BOMBA LORENZETTI 900 220V,,84138100 7413017 LORENZETTI 1 UN,"389,39"
4403 - BOMBA LORENZETTI POP 127V,,84138100 7413010 LORENZETTI 1 UN,"316,85"
4404 - BOMBA LORENZETTI POP 220V,,84138100 7413011 LORENZETTI 1 UN,"316,85"
2535 - BOMBA MANUAL GALAO 10L E 20L - KALA,,84132000 630020 NEGRAO 1 UN,"35,18"
